Bger024283	XM_032928836.2	26.271	472	260	13	230	618	66	532	5.08e-36	142
Bger024283	XM_032928837.2	30.293	307	194	9	230	521	66	367	6.10e-33	132
Bger024283	XM_045173364.1	30.233	301	182	10	241	520	133	426	7.01e-27	115
Bger024283	XM_045173363.1	30.233	301	182	10	241	520	133	426	7.54e-27	115
Bger024283	XM_032930364.2	30.233	301	182	10	241	520	133	426	9.10e-27	115
Bger011518	XM_032928837.2	42.500	80	40	2	1	76	211	288	2.27e-10	55.1
Bger011518	XM_032928836.2	42.500	80	40	2	1	76	211	288	2.29e-10	55.1
Bput026830	XM_032928836.2	34.940	498	247	12	27	462	53	535	4.84e-92	289
Bput026830	XM_032928837.2	37.666	377	214	9	27	397	53	414	6.04e-78	251
Bput026830	XM_045173363.1	27.624	362	220	15	35	384	116	447	1.91e-26	112
Bput026830	XM_032930364.2	27.624	362	220	15	35	384	116	447	1.98e-26	112
Bput026830	XM_045173364.1	27.624	362	220	15	35	384	116	447	2.07e-26	112
Cfun007302	XM_032928836.2	33.472	481	237	15	680	1090	62	529	5.09e-75	258
Cfun007302	XM_032928837.2	36.559	372	209	11	680	1037	62	420	1.30e-66	233
Cfun007302	XM_045173363.1	25.893	336	212	11	673	991	110	425	6.47e-28	120
Cfun007302	XM_045173364.1	25.893	336	212	11	673	991	110	425	7.34e-28	120
Cfun007302	XM_032930364.2	25.893	336	212	11	673	991	110	425	9.05e-28	120
Oabi004791	XM_032928836.2	36.145	498	240	11	349	779	51	537	7.96e-91	295
Oabi004791	XM_032928837.2	36.607	448	237	11	349	775	51	472	1.14e-77	258
Oabi004791	XM_045173364.1	26.126	333	229	6	346	671	103	425	1.85e-28	121
Oabi004791	XM_045173363.1	26.126	333	229	6	346	671	103	425	1.87e-28	121
Oabi004791	XM_032930364.2	26.126	333	229	6	346	671	103	425	2.55e-28	121
Teva002192	XM_032928836.2	34.096	481	237	14	840	1250	59	529	7.80e-74	256
Teva002192	XM_032928837.2	37.097	372	210	10	840	1197	59	420	1.18e-65	230
Teva002192	XM_045173364.1	27.744	328	203	10	841	1151	115	425	4.17e-30	128
Teva002192	XM_045173363.1	27.744	328	203	10	841	1151	115	425	4.18e-30	128
Teva002192	XM_032930364.2	27.744	328	203	10	841	1151	115	425	6.76e-30	127
Vcan012018	XM_032928836.2	36.546	498	231	12	840	1267	50	532	5.00e-87	293
Vcan012018	XM_032928837.2	40.682	381	197	10	840	1206	50	415	4.68e-77	263
Vcan012018	XM_045173364.1	28.451	355	215	12	845	1183	110	441	2.99e-32	134
Vcan012018	XM_045173363.1	28.451	355	215	12	845	1183	110	441	3.05e-32	134
Vcan012018	XM_045173361.1	28.451	355	215	12	845	1183	110	441	3.48e-32	135
Csem003878	XM_032928836.2	31.048	525	246	15	1	455	51	529	9.85e-73	239
Csem003878	XM_032928837.2	32.054	443	232	12	1	420	51	447	7.10e-63	211
Csem003878	XM_045173364.1	23.352	364	219	12	5	356	110	425	1.44e-22	100
Csem003878	XM_045173363.1	23.352	364	219	12	5	356	110	425	1.56e-22	100
Csem003878	XM_032930364.2	23.352	364	219	12	5	356	110	425	1.69e-22	100
Pgra008489	XM_032928836.2	35.830	494	226	13	1194	1615	61	535	1.63e-85	291
Pgra008489	XM_032928837.2	39.362	376	193	11	1194	1553	61	417	3.67e-73	253
Pgra008489	XM_045173358.1	27.528	356	221	10	1187	1528	109	441	7.13e-35	144
Pgra008489	XM_045173360.1	27.528	356	221	10	1187	1528	109	441	7.13e-35	144
Pgra008489	XM_045173359.1	27.528	356	221	10	1187	1528	109	441	7.13e-35	144
Ngir004526	XM_032928836.2	34.146	492	240	15	669	1089	51	529	4.09e-77	264
Ngir004526	XM_032928837.2	37.337	383	212	11	669	1036	51	420	7.26e-69	239
Ngir004526	XM_045173363.1	25.826	333	211	11	675	990	112	425	1.57e-28	122
Ngir004526	XM_045173364.1	25.826	333	211	11	675	990	112	425	1.60e-28	122
Ngir004526	XM_032930364.2	25.826	333	211	11	675	990	112	425	2.31e-28	122
Msti012038	XM_045173364.1	27.011	174	118	5	893	1061	103	272	6.19e-15	79.7
Msti012038	XM_045173363.1	27.011	174	118	5	893	1061	103	272	6.32e-15	79.7
Msti012038	XM_045173358.1	27.011	174	118	5	893	1061	103	272	6.65e-15	79.7
Msti012038	XM_045173360.1	27.011	174	118	5	893	1061	103	272	6.65e-15	79.7
Msti012038	XM_045173359.1	27.011	174	118	5	893	1061	103	272	6.65e-15	79.7
Fsel003408	XM_032928836.2	36.016	497	237	11	1155	1585	51	532	5.39e-88	298
Fsel003408	XM_032928837.2	39.529	382	206	9	1155	1526	51	417	2.14e-76	262
Fsel003408	XM_045173364.1	28.090	356	222	10	1146	1488	100	434	8.11e-33	137
Fsel003408	XM_045173358.1	28.000	350	230	8	1146	1488	100	434	8.24e-33	138
Fsel003408	XM_045173360.1	28.000	350	230	8	1146	1488	100	434	8.24e-33	138
Opom001673	XM_032928836.2	32.064	499	255	13	656	1083	47	532	6.04e-73	252
