Hcun012605	XM_045173951.1	58.140	344	141	2	861	1201	959	1302	3.01e-136	466
Hcun012605	XM_045173951.1	66.250	80	27	0	1768	1847	1458	1537	3.87e-26	118
Hcun012605	XM_045173946.1	58.140	344	141	2	861	1201	959	1302	3.01e-136	466
Hcun012605	XM_045173946.1	66.250	80	27	0	1768	1847	1458	1537	3.87e-26	118
Hcun012605	XM_045173957.1	58.140	344	141	2	861	1201	959	1302	3.01e-136	466
Hcun012605	XM_045173957.1	66.250	80	27	0	1768	1847	1458	1537	3.87e-26	118
Hpha000996	XM_045173951.1	46.898	403	203	7	497	894	955	1351	2.69e-115	388
Hpha000996	XM_045173951.1	68.182	66	21	0	854	919	1459	1524	7.68e-22	102
Hpha000996	XM_045173946.1	46.898	403	203	7	497	894	955	1351	2.69e-115	388
Hpha000996	XM_045173946.1	68.182	66	21	0	854	919	1459	1524	7.68e-22	102
Hpha000996	XM_045173957.1	46.898	403	203	7	497	894	955	1351	2.69e-115	388
Hpha000996	XM_045173957.1	68.182	66	21	0	854	919	1459	1524	7.68e-22	102
Hten011461	XM_045173951.1	57.143	119	39	3	274	392	398	504	3.32e-28	117
Hten011461	XM_045173946.1	57.143	119	39	3	274	392	398	504	3.32e-28	117
Hten011461	XM_045173957.1	57.143	119	39	3	274	392	398	504	3.32e-28	117
Jcoe001012	XM_045173951.1	60.174	344	134	2	1419	1759	959	1302	3.56e-139	478
Jcoe001012	XM_045173951.1	67.500	80	26	0	2320	2399	1458	1537	2.33e-26	119
Jcoe001012	XM_045173951.1	58.120	117	40	3	315	430	398	506	6.57e-26	117
Jcoe001012	XM_045173946.1	60.174	344	134	2	1419	1759	959	1302	3.56e-139	478
Jcoe001012	XM_045173946.1	67.500	80	26	0	2320	2399	1458	1537	2.33e-26	119
Jcoe001012	XM_045173946.1	58.120	117	40	3	315	430	398	506	6.57e-26	117
Jcoe001012	XM_045173957.1	60.174	344	134	2	1419	1759	959	1302	3.56e-139	478
Jcoe001012	XM_045173957.1	67.500	80	26	0	2320	2399	1458	1537	2.33e-26	119
Jcoe001012	XM_045173957.1	58.120	117	40	3	315	430	398	506	6.57e-26	117
Jcoe001012	XM_032934331.2	21.875	224	157	6	698	918	22	230	2.24e-05	50.1
Jcoe001012	XM_032934331.2	20.745	188	139	4	775	955	32	216	2.44e-05	50.1
Jcoe001012	XM_045170506.1	17.964	167	132	3	770	932	306	471	1.47e-04	47.4
Asul016908	XM_045173951.1	58.084	167	69	1	7	172	951	1117	1.22e-65	217
Asul016908	XM_045173946.1	58.084	167	69	1	7	172	951	1117	1.22e-65	217
Asul016908	XM_045173957.1	58.084	167	69	1	7	172	951	1117	1.22e-65	217
Asul014073	XM_045173951.1	47.253	91	44	2	1	90	1231	1318	1.47e-18	80.1
Asul014073	XM_045173946.1	47.253	91	44	2	1	90	1231	1318	1.47e-18	80.1
Asul014073	XM_045173957.1	47.253	91	44	2	1	90	1231	1318	1.47e-18	80.1
Atrn003194	XM_045173951.1	54.918	122	39	4	313	432	397	504	2.52e-26	112
Atrn003194	XM_045173946.1	54.918	122	39	4	313	432	397	504	2.52e-26	112
Atrn003194	XM_045173957.1	54.918	122	39	4	313	432	397	504	2.52e-26	112
Atrn003194	XM_032932415.2	32.877	73	37	3	392	452	124	196	7.24e-04	42.4
Atrn003173	XM_045173951.1	59.884	344	135	2	884	1224	959	1302	4.09e-139	475
Atrn003173	XM_045173951.1	66.250	80	27	0	1790	1869	1458	1537	5.64e-26	117
Atrn003173	XM_045173946.1	59.884	344	135	2	884	1224	959	1302	4.09e-139	475
Atrn003173	XM_045173946.1	66.250	80	27	0	1790	1869	1458	1537	5.64e-26	117
Atrn003173	XM_045173957.1	59.884	344	135	2	884	1224	959	1302	4.09e-139	475
Atrn003173	XM_045173957.1	66.250	80	27	0	1790	1869	1458	1537	5.64e-26	117
Asul030829	XM_045173951.1	58.228	79	23	1	43	111	1428	1506	1.85e-19	82.4
Asul030829	XM_045173946.1	58.228	79	23	1	43	111	1428	1506	1.85e-19	82.4
Asul030829	XM_045173957.1	58.228	79	23	1	43	111	1428	1506	1.85e-19	82.4
Area014515	XM_045173951.1	60.756	344	132	2	842	1182	959	1302	9.79e-144	481
Area014515	XM_045173946.1	60.756	344	132	2	842	1182	959	1302	9.79e-144	481
Area014515	XM_045173957.1	60.756	344	132	2	842	1182	959	1302	9.79e-144	481
Agro039096	XM_045173951.1	31.320	447	174	15	31	356	70	504	1.81e-31	125
Agro039096	XM_045173946.1	31.320	447	174	15	31	356	70	504	1.81e-31	125
Agro039096	XM_045173957.1	31.320	447	174	15	31	356	70	504	1.81e-31	125
Aflr009560	XM_045173951.1	32.836	469	169	19	37	384	70	513	7.22e-33	131
Aflr009560	XM_045173946.1	32.836	469	169	19	37	384	70	513	7.22e-33	131
Aflr009560	XM_045173957.1	32.836	469	169	19	37	384	70	513	7.22e-33	131
Aque007794	XM_045173951.1	60.290	345	134	2	890	1231	958	1302	8.53e-141	480
Aque007794	XM_045173951.1	48.966	145	67	3	1805	1943	1446	1589	5.20e-29	127
Aque007794	XM_045173946.1	60.290	345	134	2	890	1231	958	1302	8.53e-141	480
Aque007794	XM_045173946.1	48.966	145	67	3	1805	1943	1446	1589	5.20e-29	127
Aque007794	XM_045173957.1	60.290	345	134	2	890	1231	958	1302	8.53e-141	480
Aque007794	XM_045173957.1	48.966	145	67	3	1805	1943	1446	1589	5.20e-29	127
Csas026813	XM_045173951.1	57.143	70	30	0	737	806	959	1028	3.52e-19	93.6
Csas026813	XM_045173946.1	57.143	70	30	0	737	806	959	1028	3.52e-19	93.6
Csas026813	XM_045173957.1	57.143	70	30	0	737	806	959	1028	3.52e-19	93.6
Bsor007616	XM_045173951.1	61.449	345	130	2	1525	1866	958	1302	3.36e-141	485
Bsor007616	XM_045173951.1	32.409	469	172	19	36	384	70	513	6.43e-30	131
Bsor007616	XM_045173951.1	60.550	109	37	2	2574	2677	1445	1552	5.66e-29	128
Bsor007616	XM_045173946.1	61.449	345	130	2	1525	1866	958	1302	3.36e-141	485
Bsor007616	XM_045173946.1	32.409	469	172	19	36	384	70	513	6.43e-30	131
Bsor007616	XM_045173946.1	60.550	109	37	2	2574	2677	1445	1552	5.66e-29	128
Bsor007616	XM_045173957.1	61.449	345	130	2	1525	1866	958	1302	3.36e-141	485
Bsor007616	XM_045173957.1	32.409	469	172	19	36	384	70	513	6.43e-30	131
Bsor007616	XM_045173957.1	60.550	109	37	2	2574	2677	1445	1552	5.66e-29	128
Bcos001178	XM_045173951.1	61.449	345	130	2	1056	1397	958	1302	4.99e-142	486
Bcos001178	XM_045173951.1	50.685	146	66	3	2105	2245	1445	1589	3.14e-29	128
Bcos001178	XM_045173946.1	61.449	345	130	2	1056	1397	958	1302	4.99e-142	486
Bcos001178	XM_045173946.1	50.685	146	66	3	2105	2245	1445	1589	3.14e-29	128
Bcos001178	XM_045173957.1	61.449	345	130	2	1056	1397	958	1302	4.99e-142	486
Bcos001178	XM_045173957.1	50.685	146	66	3	2105	2245	1445	1589	3.14e-29	128
Bopu000635	XM_045173951.1	33.261	460	160	22	36	374	70	503	1.29e-31	129
Bopu000635	XM_045173946.1	33.261	460	160	22	36	374	70	503	1.29e-31	129
Bopu000635	XM_045173957.1	33.261	460	160	22	36	374	70	503	1.29e-31	129
Cvir000712	XM_045173951.1	58.430	344	140	2	908	1248	959	1302	5.47e-139	474
Cvir000712	XM_045173951.1	65.000	80	28	0	1805	1884	1458	1537	8.11e-26	117
Cvir000712	XM_045173946.1	58.430	344	140	2	908	1248	959	1302	5.47e-139	474
Cvir000712	XM_045173946.1	65.000	80	28	0	1805	1884	1458	1537	8.11e-26	117
Cvir000712	XM_045173957.1	58.430	344	140	2	908	1248	959	1302	5.47e-139	474
Cvir000712	XM_045173957.1	65.000	80	28	0	1805	1884	1458	1537	8.11e-26	117
Cvir000712	XM_032934331.2	22.115	208	129	7	235	442	23	197	2.45e-05	49.7
Cvir000712	XM_032942263.2	29.592	98	67	2	311	407	781	877	4.43e-05	48.9
Bcin007821	XM_045173951.1	55.966	352	151	2	894	1243	953	1302	4.99e-131	449
Bcin007821	XM_045173951.1	48.000	125	57	2	1525	1642	1414	1537	1.46e-25	116
Bcin007821	XM_045173946.1	55.966	352	151	2	894	1243	953	1302	4.99e-131	449
Bcin007821	XM_045173946.1	48.000	125	57	2	1525	1642	1414	1537	1.46e-25	116
Bcin007821	XM_045173957.1	55.966	352	151	2	894	1243	953	1302	4.99e-131	449
Bcin007821	XM_045173957.1	48.000	125	57	2	1525	1642	1414	1537	1.46e-25	116
Bger020476	XM_045173951.1	33.333	489	208	18	65	488	69	504	1.49e-34	139
Bger020476	XM_045173946.1	33.333	489	208	18	65	488	69	504	1.49e-34	139
Bger020476	XM_045173957.1	33.333	489	208	18	65	488	69	504	1.49e-34	139
Badu031388	XM_045173951.1	57.627	118	35	5	305	418	398	504	1.36e-28	119
Badu031388	XM_045173946.1	57.627	118	35	5	305	418	398	504	1.36e-28	119
Badu031388	XM_045173957.1	57.627	118	35	5	305	418	398	504	1.36e-28	119
Badu031386	XM_045173951.1	56.334	371	157	3	956	1323	959	1327	2.00e-139	476
Badu031386	XM_045173951.1	62.651	83	31	0	1864	1946	1455	1537	6.86e-26	117
Badu031386	XM_045173946.1	56.334	371	157	3	956	1323	959	1327	2.00e-139	476
Badu031386	XM_045173946.1	62.651	83	31	0	1864	1946	1455	1537	6.86e-26	117
Badu031386	XM_045173957.1	56.334	371	157	3	956	1323	959	1327	2.00e-139	476
Badu031386	XM_045173957.1	62.651	83	31	0	1864	1946	1455	1537	6.86e-26	117
Cdom034663	XM_045173951.1	56.627	83	36	0	301	383	959	1041	1.05e-25	109
Cdom034663	XM_045173946.1	56.627	83	36	0	301	383	959	1041	1.05e-25	109
Cdom034663	XM_045173957.1	56.627	83	36	0	301	383	959	1041	1.05e-25	109
Bsko008329	XM_045173951.1	61.449	345	130	2	1071	1412	958	1302	9.36e-142	485
Bsko008329	XM_045173951.1	50.685	146	66	3	2120	2260	1445	1589	2.59e-29	129
Bsko008329	XM_045173946.1	61.449	345	130	2	1071	1412	958	1302	9.36e-142	485
Bsko008329	XM_045173946.1	50.685	146	66	3	2120	2260	1445	1589	2.59e-29	129
Bsko008329	XM_045173957.1	61.449	345	130	2	1071	1412	958	1302	9.36e-142	485
Bsko008329	XM_045173957.1	50.685	146	66	3	2120	2260	1445	1589	2.59e-29	129
